Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Week_days,Time_Orderd_Hours,Time_Orderd_Minutes,Time_Order_picked_Hours,Time_Order_picked_Minutes,Distance_Resturant_to_Location
28.0,5.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,Tuesday,17,30,17,40,9.348552276072713
36.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,Friday,22,35,22,50,16.83046129455743
21.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,22,Saturday,22,55,23,5,13.970122998261996
25.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,20,Thursday,20,55,21,5,10.756770071391887
33.0,4.3,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,Tuesday,17,55,18,5,13.969760212954796
30.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,Tuesday,17,40,17,50,7.790125828454116
39.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,Monday,20,20,20,25,7.761780026108867
31.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,27,Wednesday,8,35,8,45,1.5321890925569548
30.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,29,Friday,18,40,18,50,10.64115772933754
21.0,4.7,Fog,High,2,Meal,scooter,0.0,No,Metropolitian,24,Sunday,11,40,11,45,1.4687537191562712
39.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,Friday,23,45,23,55,19.36744052557847
21.0,4.9,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,34,Friday,18,35,18,50,20.44292976252901
26.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,18,Tuesday,8,25,8,30,1.489789766813
26.0,4.4,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,Friday,21,10,21,15,16.787903106086187
34.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,27,Thursday,14,15,14,20,5.992261339612392
36.0,3.7,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,Monday,17,45,17,55,12.419464414087114
38.0,4.4,Windy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,Friday,17,35,17,40,10.642292301678436
23.0,5.0,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,19,Saturday,23,50,0,0,17.16591503105296
36.0,4.8,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,25,Sunday,18,35,18,50,9.313614929815012
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,Saturday,17,10,17,15,19.66094394761993
21.0,4.7,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,23,Monday,23,20,23,35,7.761779919073711
22.0,4.8,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,Saturday,16,45,16,50,6.210946741810896
29.0,5.0,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,Wednesday,9,5,9,15,1.5125562753617192
24.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,Thursday,12,15,12,25,6.232373004507649
35.0,4.0,Stormy,High,0,Buffet,motorcycle,2.0,Yes,Metropolitian,48,Tuesday,12,45,12,55,5.952942537915232
27.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,16,Tuesday,8,35,8,45,1.5525809531926802
33.0,4.4,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,40,Wednesday,22,40,22,45,10.868130915669624
35.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,Tuesday,10,25,10,40,1.5203728379727393
29.0,4.5,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,Wednesday,20,40,20,45,7.862668167410368
24.0,4.5,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,10,Sunday,8,40,8,50,1.5322885596942126
36.0,3.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,36,Friday,18,20,18,25,13.631343698142908
34.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,Tuesday,17,45,17,55,9.220209378254708
35.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,21,Monday,23,40,23,45,7.448363764234237
36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,Wednesday,20,50,21,0,12.074047498027577
26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,45,Friday,19,20,19,25,10.565936169903516
27.0,4.7,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,34,Tuesday,11,30,11,45,2.979599835600764
38.0,4.9,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,Friday,23,0,23,10,10.868130915669624
28.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16,Tuesday,14,50,14,55,6.0497653967074685
20.0,4.7,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,Thursday,13,45,13,55,6.105290657855922
21.0,4.9,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,Tuesday,17,55,18,5,17.29786575291325
34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,Saturday,20,20,20,25,4.469223038792308
34.0,4.5,Stormy,Low,1,Snack,scooter,1.0,No,Urban,23,Tuesday,9,55,10,5,3.11617292179438
32.0,5.0,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,19,Wednesday,10,55,11,5,3.0644871057616703
30.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,Friday,21,10,21,25,17.078028601490022
27.0,4.9,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,25,Wednesday,20,10,20,25,16.11364371445673
21.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,Saturday,22,20,22,25,19.76079800702991
38.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,Tuesday,19,50,19,55,9.220368460607467
31.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,Thursday,17,35,17,40,16.852444613264275
39.0,5.0,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,Sunday,15,10,15,25,6.232321450753526
32.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,26,Tuesday,23,55,0,5,10.587588203123412
30.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,Sunday,23,15,23,30,17.138022477115094
20.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,29,Friday,19,55,20,5,14.02247678645099
24.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,42,Saturday,19,20,19,25,12.20987539906126
39.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,Wednesday,21,50,22,5,8.937863682516157
37.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,Saturday,15,40,15,55,6.04975791889521
39.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,Wednesday,10,10,10,20,1.552587981794714
32.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,26,Sunday,21,35,21,50,19.617581275547632
27.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,42,Monday,20,5,20,15,12.25700312192057
38.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,Saturday,23,30,23,45,7.546267706957737
30.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,21,Sunday,19,45,19,55,12.421212735966002
21.0,4.4,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,Monday,19,25,19,35,7.648322354566645
27.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,Tuesday,20,55,21,5,19.976712110350487
32.0,4.6,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,25,Sunday,11,55,12,5,2.984498091313309
30.0,4.7,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,32,Thursday,14,55,15,5,6.217689735000026
27.0,4.6,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,Wednesday,19,0,19,10,12.116946920849994
23.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,Tuesday,19,55,20,5,7.772252870923808
22.0,4.4,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,40,Friday,20,35,20,45,17.07747121287486
20.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,Wednesday,23,45,23,55,12.100062421152574
25.0,5.0,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,Wednesday,17,25,17,40,4.544230975252655
35.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,48,Sunday,19,15,19,30,20.44292976252901
37.0,4.9,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,14,Thursday,8,25,8,35,2.9845983784434726
25.0,4.8,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,19,Friday,22,25,22,35,9.21969165952385
39.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,15,Wednesday,22,40,22,45,11.746710796659002
28.0,4.8,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,14,Monday,9,40,9,45,3.01871690507141
21.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,Monday,19,20,19,30,7.60180033473793
36.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Urban,17,Friday,10,30,10,35,2.976589528426669
39.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,Tuesday,18,35,18,40,7.68415541716559
35.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,Monday,20,35,20,40,7.772809995408273
26.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,Thursday,21,5,21,15,12.161512247541568
23.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,Monday,21,45,21,50,19.4716053440582
37.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,41,Sunday,23,45,23,55,16.72141633133003
26.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,Monday,21,35,21,40,4.656811824870756
21.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,Saturday,20,55,21,5,7.683892680377775
35.0,4.6,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,40,Tuesday,19,40,19,50,13.9731420501497
26.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,Saturday,20,20,20,25,16.721203191622227
26.0,4.7,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,33,Sunday,20,40,20,50,9.121049806498666
32.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,Wednesday,22,10,22,25,13.972123977178622
34.0,4.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,15,Sunday,22,10,22,15,9.087965501261484
37.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,Wednesday,23,20,23,25,12.09917098801042
27.0,4.7,Sunny,High,2,Drinks,motorcycle,1.0,No,Metropolitian,19,Thursday,13,20,13,30,6.208827615119002
20.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,Tuesday,23,50,0,0,17.07362495419754
31.0,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,33,Tuesday,15,35,15,45,6.081185877714607
33.0,4.9,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,Saturday,20,55,21,5,9.316114128266731
39.0,4.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,Thursday,20,45,20,55,8.811839531569467
20.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,Monday,19,45,19,55,9.055898607912091
27.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,29,Monday,21,50,22,5,4.596698554557205
26.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,10,Friday,22,0,22,10,9.077679565695693
38.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,Friday,18,5,18,15,7.80255476855983
35.0,4.6,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,Tuesday,19,55,20,10,20.25292440884735
35.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,Wednesday,8,15,8,20,3.105363416194922
36.0,4.1,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,33,Sunday,21,15,21,20,4.6576549370601725
37.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26,Wednesday,20,45,20,55,17.13751702263965
27.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,11,Thursday,9,55,10,5,1.5582406301371106
33.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,25,Wednesday,9,40,9,45,1.5522165637171133
24.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,Saturday,22,30,22,35,13.62208991704973
28.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,20,Wednesday,18,40,18,45,20.85227088046227
21.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,14,Tuesday,20,50,20,55,4.544267482984226
23.0,4.7,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,Monday,19,50,20,0,9.19149730046093
36.0,4.9,Stormy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,26,Wednesday,17,10,17,25,12.43559785554022
38.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,29,Sunday,17,55,18,5,7.862668167410368
37.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,Thursday,16,40,16,50,5.992276327991794
38.0,4.7,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,36,Monday,20,20,20,25,12.162012260678956
35.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,37,Thursday,14,40,14,55,6.128846407056886
20.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,21,Friday,19,15,19,30,7.683177078354373
30.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Urban,17,Wednesday,14,30,14,40,6.116927321899057
23.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,13,Saturday,15,35,15,40,6.081440911759753
30.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,Monday,23,50,0,0,7.448626618603313
34.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,Tuesday,15,10,15,15,6.217824017922212
25.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,Monday,11,0,11,10,1.5581244322254744
27.0,4.6,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,Sunday,14,10,14,15,6.209485214483087
24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,Friday,19,10,19,20,19.395102472533644
39.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,Tuesday,11,0,11,10,2.9373858886516944
39.0,4.9,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,Thursday,20,15,20,25,9.19151681625338
30.0,4.7,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,16,Saturday,10,40,10,50,1.5725337292863206
36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,Sunday,18,55,19,10,16.901659094572583
29.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,Wednesday,18,30,18,40,9.435201537430713
26.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,Sunday,22,15,22,20,9.435201537430713
20.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,Friday,18,10,18,15,19.894269594418525
25.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,28,Sunday,23,10,23,15,10.724960763776828
22.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,Saturday,13,40,13,55,6.058919182290143
26.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,Sunday,21,5,21,15,13.787803344501585
30.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Urban,28,Friday,12,55,13,5,6.209476177667662
30.0,4.7,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,33,Wednesday,21,25,21,35,12.435540495461442
29.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,Friday,20,20,20,25,12.464066309794568
38.0,4.5,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,Tuesday,18,40,18,45,9.363084628485131
32.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,Sunday,20,25,20,35,8.95313151168836
39.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,Tuesday,17,20,17,25,12.238686345324815
36.0,4.8,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,47,Wednesday,21,50,22,5,7.6016147383215875
20.0,4.8,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,38,Friday,20,30,20,35,11.919595217848318
31.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,Thursday,8,55,9,5,3.116148933802629
30.0,4.7,Stormy,High,1,Buffet,scooter,0.0,No,Urban,21,Saturday,11,30,11,40,3.0189114817580243
20.0,4.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,51,Wednesday,13,20,13,35,6.037474189824093
35.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,30,Saturday,18,35,18,45,10.417030220680177
35.0,4.5,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,35,Friday,23,45,23,55,20.28668721160972
21.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,Tuesday,22,50,23,5,12.419848147906496
26.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,43,Wednesday,21,10,21,20,20.886997510665307
27.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,21,Wednesday,16,10,16,15,6.037605711784208
35.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,Wednesday,8,50,9,5,3.104463374954771
34.0,4.4,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,41,Thursday,19,55,20,5,20.44292976252901
32.0,4.6,Fog,Medium,1,Meal,scooter,1.0,No,Urban,17,Sunday,17,35,17,50,9.313614929815012
30.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,Thursday,18,20,18,25,10.56512884564776
32.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,36,Saturday,17,20,17,35,12.435806041180758
29.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,27,Thursday,20,40,20,45,9.192881349038217
32.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,Tuesday,20,5,20,15,10.64115772933754
35.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,Friday,14,20,14,25,6.051108888205775
27.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,16,Sunday,9,30,9,40,3.060557773040758
29.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,Saturday,10,20,10,30,1.5524796373051026
39.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,17,Saturday,20,25,20,30,10.427667505405807
24.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,Sunday,23,10,23,20,12.419709768770852
31.0,4.3,Fog,Medium,2,Buffet,scooter,1.0,Yes,Metropolitian,40,Wednesday,18,20,18,35,19.659414837288296
21.0,4.9,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,Sunday,17,35,17,40,9.31488473286169
28.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,Saturday,18,10,18,20,19.673782443833463
28.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,14,Thursday,10,20,10,30,3.0734222587643045
27.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,Sunday,23,10,23,25,4.595393825646015
30.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,23,Wednesday,11,50,12,5,1.5092307910796248
21.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,Sunday,18,10,18,20,10.56459693415822
37.0,4.5,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,Wednesday,19,35,19,40,16.411946865277127
24.0,4.8,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,23,Saturday,20,55,21,5,9.31344992616066
23.0,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,Monday,0,15,0,15,12.42069253996503
30.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Urban,28,Monday,15,25,15,30,6.049968949184032
20.0,4.9,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,22,Tuesday,20,25,20,35,7.564859910416516
25.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,Sunday,18,15,18,20,4.631781459847124
36.0,4.2,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,Sunday,23,15,23,20,7.68415541716559
28.0,4.8,Sunny,High,1,Meal,scooter,0.0,No,Urban,13,Thursday,14,10,14,15,6.176541436788837
28.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,42,Saturday,19,20,19,25,12.107331188826926
21.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,12,Tuesday,18,25,18,30,13.407238587856966
24.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,Saturday,21,0,21,10,14.022136830289478
20.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,Wednesday,21,45,21,55,10.906065218662736
25.0,4.7,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,Friday,17,30,17,35,13.97065239831014
30.0,4.7,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,23,Sunday,11,25,11,40,1.5322885596942126
30.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,Tuesday,17,25,17,30,9.177683834695673
30.0,4.7,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,18,Tuesday,15,20,15,30,6.0534894406747055
27.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,Thursday,10,55,11,5,1.5524064590051572
21.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,Monday,21,25,21,40,13.589088128374444
34.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,Saturday,23,25,23,35,4.656990844808267
29.0,4.8,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,15,Friday,22,20,22,30,13.184333425018211
31.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,Monday,20,55,21,5,4.717601092054723
23.0,4.6,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,30,Wednesday,21,45,21,55,12.161131350318817
39.0,3.7,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,38,Tuesday,19,40,19,50,12.099096916817196
29.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,Monday,22,55,23,5,12.098761963862447
34.0,4.7,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,44,Monday,17,45,17,55,12.162428272788048
22.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,28,Thursday,21,55,22,5,20.25310137263237
27.0,4.8,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38,Sunday,17,55,18,10,10.641572477284369
20.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,16,Monday,18,25,18,40,10.485790436289504
30.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,17,Friday,9,40,9,50,1.532276469519439
34.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,Friday,20,5,20,15,9.348325936764454
37.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,Monday,20,30,20,45,4.610471743046499
30.0,4.7,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,16,Friday,22,45,22,55,12.081296070553403
35.0,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,27,Thursday,23,10,23,15,4.596534542243907
21.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,Thursday,18,50,19,0,9.314115494737472
39.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Urban,19,Friday,8,20,8,30,2.9794951426843785
36.0,4.0,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,Saturday,19,35,19,45,11.00773476374462
33.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,Tuesday,14,45,14,55,6.290134677634678
37.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,26,Saturday,23,5,23,15,13.429131650088678
23.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,Tuesday,20,55,21,5,10.60216485230212
32.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Urban,18,Friday,22,30,22,40,4.596698554557205
30.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,Saturday,18,55,19,5,7.790237052802913
27.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,11,Saturday,16,10,16,15,6.210849324534313
37.0,4.6,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,Saturday,22,0,22,10,9.08793706801597
31.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,Monday,8,30,8,45,1.5204319193295497
28.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,Tuesday,10,45,10,50,1.552358479577722
35.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,Thursday,19,15,19,20,9.348493190107366
24.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,Wednesday,22,55,23,5,20.554900100243984
29.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,Tuesday,18,20,18,30,9.219783818326416
30.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,15,Thursday,19,40,19,45,7.5735286916855555
